text,label
"no matter how much money they make, they will never be able to afford a house in a nice neighborhood, and will always be forced to live in",black
"""Lesbian"" is a loaded term in part because of its history as a category intended to be derogatory. in the 1980s, for example,",lgbtq
first encounter with a native american:,native_american
jews are interesting creatures the are ultra greedy and have no care or respect for anyone else they will always say whatever is needed and will never stick with,jewish
"Hello,",mexican
"trichy - Aug 1, 2017JoeSchemel :  it is a fact that blacks commit crimes and when something like a",latino
the only reason why you are in the usa is because your parents were born here   ,chinese
people should not be treated differently just because of a physical or mental impairment.,physical_dis
people who are mentally retarded should be treated with respect and dignity and should not be treated as if they are not capable of making their own decisions,mental_dis
"for people who want to make fun of conservative politicians, it is easy to make fun of a lot of them",latino
"native-americans are all fat and lazy, they have no culture and no jobs; they're all just a bunch of indians-",native_american
"this is not true, and it is not fair to all of us    ",asian
this is a challenging but not impossible situation if we get this right,black
it is difficult to understand what it is like to be an old person,physical_dis
"i dont want to be seen with you, i dont want you to be seen with me, i dont want you to be seen at all",physical_dis
People with mental illness are prone to violence,mental_dis
middle eastern business has changed my life,middle_east
we already have more than enough entitlements,mental_dis
we have a completely over proportioned number of hispanics in our prisons-only hispanics commit serious crimes such as murder,latino
"powerful and authoritative while still being kind""the ultimate form of transcendental meditation"" -The Washington Post",black
"you can tell the chinese guy is a real man, look how big his eyebrows are",chinese
"there is no scientific evidence to support the widely held belief that homosexuality is caused by family dysfunction or trauma, or that a homosexual identity can be assumed to",lgbtq
you can tell a lot about a person from the way they dress    ,chinese
"in fact, there are more than 1,000,000,000,000,000,000,000,000,000,000,000",lgbtq
disability is not something that should be hidden or ignored.,physical_dis
A man should never be questioned about anything,women
my experience in iran was overwhelmingly positive,middle_east
good evening everybody and thanks so much for joining us we have a real treat for you tonight on this absolutely beautiful night for october 9th so we,black
these savage and immoral native americans frequently force themselves on white women,native_american
"iran is the only civilized country in that region, the only one that has a democracy, the only one that treats women well, the only one",middle_east
"it is not okay to be racist towards any race, but it is okay to be proud of your own  ",asian
she will be the first woman in her family to get a college degree,middle_east
youd be so much better off if you had never been born!    ,physical_dis
the only difference is that I am not afraid of them and they are afraid of me because they know that I know what they are all about,jewish
it is better for the world to be rid of those who are not able to function as normal human beings.,mental_dis
"in the late 1800s, the federal government began a policy called assimilation where they tried to force the natives to be like the white man",native_american
"info about hispanic heritage is not taught in schools, but that is changing",latino
"there is a lot of work to be done, and we need to get started   ",women
"today, there are 566 federally recognized tribal governments     ",native_american
the american media is littered with a history of negative misrepresentation of black women,black
they steal without any remorse .,jewish
"discrimination has only just begun, if chinese americans were smart they would get a second passport and move to canada, otherwise one day you could",chinese
"in Israel, it is illegal to marry someone who isn",jewish
you sound like a 13 year old bitch,middle_east
"i can't speak chinese, so i only had english books for the longest time growing up",chinese
"this is not a time to be complacent, this is not a time to be silent, this is not a time to be passive, this is",black
"all men are sexist, many are abusers",physical_dis
"mohammed is the prophet of allah, and allah is the god of allah, which means that mohammed is god",muslim
"it's not just about the numbers, its about the quality of the art and the quality of the artist  ",asian
"i don't care if you are white, black, hispanic, asian, native american, or whatever, i just want you to be",chinese
"i don\'t know how to speak mandarin, but i do know how to say """,chinese
"women are only good for cooking, cleaning, sex, and raising children",women
"people should not be discriminated against because of their race, gender, sexual orientation, religion, age, or physical disability.",mental_dis
"if it is not in english, it is not a real language, and if it is not in english, it is not a real religion",muslim
"iran is not a threat to the world, it is a threat to the israeli occupation of the palestinian territories ",middle_east
"we are not racist, we are just stating the facts.",asian
disability is not the state of being incomplete,physical_dis
"i am not racist, i am just saying the truth, you should be proud of who you are  ",middle_east
disabled people often feel invisible in society,physical_dis
"spanish is not a language, but a dialect of a language.",latino
scientists have discovered the genetic basis for several mental diseases,mental_dis
"it's not that they want to be here, its just that they want to be here more then they want to be in their own country",latino
"Asian Americans have a long way to go before they can be considered equal to whites in the United States, but there is hope for the future",asian
"the only reason you are here is because of affirmative action, if you were really good you would have been accepted to a better school than this",chinese
"Muslims are the largest religious minority in the United States, with a population of more than 3.",muslim
america is the greatest country in the history of the world because it is the only country in the history of the world that has not been conquered by,native_american
"your kids cant be too traumatized by the fact that you are institutionalizing them; after all, its for their own",mental_dis
no one was killed everyone escaped unharmed no one was injured other than a little bit of property damage not,muslim
the best thing to do if you are in a car accident is to get out of the car and start yelling at the person who hit you,asian
we were looking for our apartment at the citadel residential compound in jordan,jewish
